"velo","horz_break","vert_break","spin_rate"
88.7,-0.854,0.9863,1630
97.1,-0.6711,1.4317,2343
98.4,-0.6562,1.3936,2332
98.2,-0.4789,1.3093,2340
97.4,-0.7011,1.4049,2377
97.7,-0.5258,1.5009,2387
97.6,-0.6965,1.3092,2284
96.7,-0.5928,1.4122,2262
96.9,-0.8265,1.2773,2288
88.5,0.6555,-0.4239,2916
98.3,-0.8115,1.4504,2435
97.8,-0.7154,1.1857,2393
97.3,-0.7309,1.3506,2496
98.2,-0.6779,1.1834,2335
89,0.5294,-0.0768,2758
97,-0.8836,1.396,2298
97.4,-0.8394,1.2499,2335
98.7,-0.8735,1.249,2441
96.9,-0.6081,1.3085,2288
96.6,-0.6848,1.4306,2267
97.2,-0.6464,1.4392,2511
88.5,0.8019,-0.007,2919
86.4,1.0663,-0.4088,2974
99,-0.8089,1.3032,2451
98.7,-0.7553,1.4453,2324
89.5,0.9823,-0.0955,2860
98.4,-0.4858,1.2931,2429
87.3,0.714,-0.027,3006
89.5,0.4875,0.1113,3002
89.3,0.6134,-0.0923,2929
97.2,-0.6765,1.3915,2383
91.9,0.4932,0.304,2651
96.1,-0.5211,1.3744,2378
89.1,0.6282,0.007,2910
96.3,-0.5794,1.4208,2374
99,-0.8141,1.4059,2461
98.6,-0.9426,1.2274,2409
98.2,-1.0238,1.3608,2431
98.2,-1.2175,1.4533,2517
86.9,0.6342,-0.0217,2963
88.7,0.6444,-0.1912,3198
99.1,-0.8149,1.5586,2444
88.6,0.7793,-0.284,3099
87.8,0.7795,-0.3056,3009
97.4,-0.7073,1.5012,2551
89.1,0.5877,0.1356,3195
88.6,0.6124,0.0022,2997
90.7,0.6992,0.156,2873
87.8,0.8099,-0.0224,3084
88.8,0.5304,0.0025,2931
88.4,0.8581,-0.4997,2943
97.9,-0.5806,1.172,2475
89.4,0.739,-0.217,NA
90.1,0.6306,0.0219,3005
98,-0.4009,1.4266,2284
97.7,-0.8837,1.2026,2421
99,-0.7323,1.3552,2303
88.6,0.7998,-0.0191,2946
88.4,0.6602,0.0667,2819
98.4,-0.7403,1.3672,2437
90.4,-1.0655,0.9177,1719
98.6,-0.789,1.4869,2382
98.1,-0.6847,1.3283,2368
99.2,-0.6724,1.2797,2415
90.8,-1.2105,0.9352,2040
99.2,-0.6239,1.3332,2463
90.2,0.5019,-0.0417,NA
98.5,-0.6445,1.328,2422
96.9,-0.6403,1.4851,2335
88.2,0.9434,0.1575,2911
86.2,1.1377,0.1438,2802
97.6,-0.5223,1.2805,2209
97.9,-0.6735,1.2559,2425
87.8,0.7421,-0.2827,3033
89.4,-1.4656,0.8266,1745
88.3,0.6085,-0.134,2775
97.9,-0.5421,1.582,2360
86.6,0.8639,-0.3875,3052
88.4,0.7503,-0.2972,2921
97.2,-0.834,1.395,2401
96.5,-1.1739,1.4103,2366
88.6,0.8174,-0.1158,2616
98.5,-0.5839,1.4659,2355
99.7,-0.5043,1.4348,2374
98.1,-0.6886,1.3919,2352
98.4,-0.5113,1.4566,2409
86.3,-1.0652,0.9729,1696
97.8,-0.868,1.3123,2323
90.3,-1.4019,0.7233,1828
86.3,-1.2001,0.8723,1543
87.6,0.9337,-0.0259,2944
97.6,-0.7396,1.4426,2354
99.1,-0.6682,1.4882,2521
99,-0.8972,1.3491,2449
88,0.9791,0.0547,2855
98.7,-0.8877,1.3272,2323
97.9,-0.4415,1.3837,2286
97.3,-0.6285,1.2159,2227
99.4,-0.4136,1.2875,2334
99.6,-0.6397,1.3164,2491
89.4,0.5822,0.0906,2981
86.6,-0.7568,0.9691,1634
86.2,-0.6278,0.978,1578
99.5,-0.5902,1.2391,2399
99.5,-0.6985,1.3861,2416
98.8,-0.7945,1.1985,2323
89.9,-1.1593,0.7922,1741
87.1,-1.0207,0.3938,1482
89.1,0.4358,-0.0279,2697
88.8,0.7008,0.1029,2736
98.6,-0.8189,1.1128,2534
98.5,-0.4713,1.3233,2382
98.2,-0.7048,1.489,2493
98,-0.8406,1.1585,2377
99.3,-0.389,1.586,2428
91.1,-1.569,0.4703,1838
89.1,1.0168,0.2495,3105
99.1,-0.6431,1.2588,2475
99.6,-0.7723,1.2334,2380
99.2,-0.7489,1.2451,2411
91.2,-0.9756,0.8577,1881
99.4,-0.6566,1.4717,2463
89.3,0.6806,0.0539,3059
89.4,0.7133,-0.1753,2962
89.8,0.7128,-0.2233,NA
99.6,-0.7188,1.16,2393
97.8,-0.53,1.4614,2444
99.6,-0.9862,1.2566,2359
89.3,0.8815,0.1374,3094
98.7,-0.9925,1.5578,2360
100.2,-0.9544,1.4506,2370
99.4,-0.8501,1.3457,2391
97.8,-0.8633,1.5109,2461
89.3,0.5892,-0.1397,3000
97.7,-0.9891,1.3072,2415
99.5,-0.7918,1.4277,2451
88.5,0.6037,-0.1667,989
89.4,0.802,-0.0072,2936
86.9,-1.2756,0.7117,1719
87.1,-1.0934,1.0816,1757
88.3,-0.7336,1.2324,1635
89.1,0.8029,0.0309,2855
98.2,-0.7913,1.4398,2440
89.9,0.6784,-0.1798,2833
89.3,-1.253,0.8648,1663
86.8,-1.2647,0.8767,1719
86.6,0.8839,-0.1179,3039
99.9,-0.7093,1.443,2527
89.8,1.1176,-0.0872,3079
98.5,-0.8165,1.404,2354
99.3,-0.8233,1.3941,2386
89.1,0.6392,0.0284,2826
87.4,0.9303,-0.3435,2997
99.3,-0.4063,1.429,2493
91,-1.2115,0.7715,1750
87,0.6021,-0.1602,2829
87.7,0.8234,-0.2052,3041
88.5,0.7939,0.1116,2868
96,-0.6971,1.3716,2399
89.9,-1.1769,0.9296,1836
88.4,-1.4221,0.968,1724
99.1,-0.9727,1.3151,2399
98.8,-0.5231,1.3908,2379
98.2,-0.4657,1.2422,2430
88.9,0.8352,-0.0932,2944
89.5,0.6687,-0.1062,2996
89.8,0.4882,0.1414,2929
97.9,-0.7854,1.1715,2262
99.1,-0.365,1.4933,2468
90,-0.9387,1.0707,1732
98.5,-0.3462,1.5146,2485
96.5,-0.7038,1.4365,2408
89.1,0.7644,0.1734,2968
98.5,-0.1722,1.3263,2303
89.5,0.7199,-0.1746,NA
97.3,-0.7025,1.518,2416
98,-0.6714,1.3698,2335
88.2,1.1068,-0.0112,NA
87.5,1.0654,-0.1591,2914
97.4,-0.4493,1.2314,2356
97.8,-0.4953,1.1593,2302
98.5,-0.4849,1.4136,2486
98,-0.4997,1.3145,2450
88.5,0.7268,-0.3443,2873
88.5,0.7355,-0.3016,2847
96.5,-0.5064,1.5406,2386
88.4,0.8005,0.0722,NA
97.9,-0.4216,1.1724,2312
97.2,-0.4427,1.2644,2275
96.5,-0.6843,1.2266,2289
84.4,-1.3054,0.6475,1602
96.4,-0.611,1.3899,2386
88.9,0.816,0.0053,3028
88,0.8405,-0.4051,NA
89,0.5775,-0.1633,NA
86,0.8617,-0.3996,3030
96.1,-0.4129,1.4005,2426
88.8,1.052,-0.2454,3003
97.4,-0.4325,1.5198,2429
88.1,0.8803,-0.3435,3075
87.4,1.0287,-0.4781,3116
88.6,0.8234,-0.2669,2938
89.4,0.6105,-0.1176,2916
87.1,1.1091,-0.3771,3026
98.3,-0.4027,1.3618,2366
88.8,0.7381,-0.2427,2900
97.7,-0.1102,1.34,2352
97.6,-0.5708,1.3363,2428
89.3,0.6494,0.0137,NA
88.2,0.7824,-0.1952,2979
86.6,0.7462,-0.2042,2987
89.2,0.8699,-0.0554,NA
87.2,0.8053,-0.3133,2845
85.7,-0.6348,1.0513,1419
92.1,0.3797,0.3712,2707
87.6,0.7416,-0.279,2948
98,-0.6294,1.4591,2438
85.3,1.0546,-0.4785,2887
97.3,-0.4945,1.4455,2424
90.5,0.4945,0.3408,2652
97.9,-0.5814,1.2375,2362
89.3,0.4706,0.3838,NA
89.1,0.6438,-0.1842,2739
97.5,-0.7017,1.428,2255
87.3,0.7786,-0.018,2847
89.5,0.3446,0.2964,NA
97.5,-0.3418,1.2325,2260
85.8,-1.3231,0.6774,1618
88.3,0.8132,0.002,NA
89.7,-1.0431,0.9038,1639
98.8,-0.7736,1.1602,2387
97.2,-0.6391,1.4474,2431
96.2,-0.554,1.4916,2319
90.9,0.4741,0.1951,2777
97.7,-0.5269,1.4578,2343
97.1,-0.6597,1.4321,2427
85.1,0.8983,-0.4512,2978
97.5,-0.5225,1.2911,2385
97.9,-0.4788,1.3529,2308
92.2,0.4887,0.2699,2672
97,-0.3525,1.4462,2255
85.2,0.6842,-0.6822,2959
97,-0.7966,1.3287,2296
89.6,0.8348,0.0434,2868
96.3,-0.7266,1.4206,2275
98.5,-0.453,1.4884,2465
98.7,-0.4604,1.4871,2374
87.6,0.7271,-0.3925,3011
87.7,0.7924,-0.2508,2908
88.1,0.7339,-0.2621,2953
97.1,-0.2652,1.2828,2326
87.4,0.5065,-0.2074,NA
96,-0.3911,1.3931,2293
85.9,-0.5481,1.0728,1535
96.7,-0.3593,1.3373,2159
96.8,-0.4517,0.9542,2211
88,0.5057,-0.0398,2814
98.1,-0.573,1.6282,2439
87.2,0.8323,-0.383,3007
97.6,-0.6309,1.3139,2262
97.3,-0.4172,1.4863,2362
87.2,-0.8815,0.9548,1492
86.8,0.5358,-0.1941,2807
95.1,-0.3718,1.4483,2215
96.5,-0.3946,1.3811,2205
97.4,-0.4953,1.3346,2296
89,0.7755,-0.294,2876
96.8,-0.3344,1.264,2497
88.7,0.6142,0.1843,2844
97.1,-0.4343,1.3572,2308
84.8,1.0027,-0.5097,2948
96.1,-0.1576,1.3392,2279
97,-0.3402,1.095,2167
97,-0.418,1.3575,2201
96.1,-0.2737,1.3447,2196
96.2,-0.3651,1.4402,2217
86.3,0.8774,-0.3134,2789
98.3,0.0285,1.436,2444
88.2,0.8897,-5e-04,3074
98.1,-0.3537,1.4916,2487
98.7,-0.3024,1.3037,2324
84.5,1.3116,-0.6386,2890
98.7,-0.36,1.2351,2405
86.4,0.8878,-0.3951,2982
99,-0.3363,1.2142,2302
98.8,-0.4389,1.3171,2227
98.1,0.0311,1.2559,2266
98.3,-0.3182,1.2647,2303
88.3,0.6863,0.0714,2894
98.6,-0.592,1.3167,2257
99.1,-0.6779,1.4008,2326
87.9,-0.7123,0.7731,1458
98,-0.46,1.3937,2333
96.5,-0.4229,1.1956,2375
87.2,1.1727,-0.5326,2931
86.7,1.4525,-0.601,3098
99.5,-0.5457,1.1845,2394
98.6,-0.7875,1.3093,2442
85.5,0.8476,-0.3873,2828
98.2,-0.6994,1.2573,2374
97.9,-0.4379,1.2502,2362
85.1,1.168,-0.5421,3038
87.6,1.1992,-0.2239,3018
90.6,-1.0716,0.7669,1712
99.5,-0.5753,1.4726,2498
98.9,-0.3736,1.1644,2431
88,1.1532,-0.4405,3107
88.3,0.7867,-0.2958,2974
100.1,-0.4408,1.1675,2439
99.3,-0.4986,1.1549,2331
99.9,-0.1791,1.4281,2496
87.8,1.3791,-0.0112,3081
99.3,-0.5589,1.1892,2359
88.7,0.8214,-0.2091,2991
91,-0.7888,1.4028,1605
87.8,0.703,-0.3397,2918
99.5,-0.5205,1.419,2531
87.9,0.9531,-0.4263,2940
86.2,1.022,-0.4338,3051
98.4,-0.3887,1.3665,2425
85.6,1.4827,-0.394,2999
97.8,-0.2453,1.3562,2445
89,0.8775,-0.0979,2954
86.4,0.7958,-0.1479,2938
84.9,1.0409,-0.4644,2993
80,-0.7964,1.0773,1443
90.3,-0.7482,1.0226,1531
88.6,0.8028,-0.351,2858
99.9,-0.4606,1.3069,2381
98.6,-0.3938,1.1905,2398
88.4,0.9465,0.0396,2961
88.3,0.8137,-0.3073,3004
98.1,-0.1654,1.3539,2398
99.1,-0.4458,1.4962,2480
89,0.9819,0.1231,2912
90.2,0.8678,-0.0053,2973
97.5,-0.4325,1.0685,2324
98.2,-0.4594,1.1175,2415
97.5,-0.6633,1.1673,2289
86.6,1.0503,-0.4265,2964
87.5,0.9647,-0.6378,3090
97.5,-0.6936,1.3483,2262
97.5,-0.5963,1.3118,2436
86.5,0.752,-0.2436,2778
89.1,-0.9353,0.7686,1707
96.8,-0.6241,1.2366,2277
97.9,-0.4241,1.4313,2364
96.3,-0.68,1.2754,2219
95.6,-0.4308,1.3387,2325
87.6,1.0259,-0.1003,3024
86.9,1.1769,-0.1842,3099
86.2,1.0538,-0.4072,3138
89.7,-0.8504,0.9944,1628
89.7,-0.724,1.0587,1775
97,-0.3074,1.3051,2364
83.3,1.428,0.0231,2949
88.8,1.0703,-0.2246,2969
86.6,1.0586,0.0213,3013
96.6,-0.7492,1.341,2405
88,0.8026,-0.3156,2877
97.4,-0.2071,1.2338,2364
83.3,1.1501,-0.6578,2923
97.5,-0.4449,1.1806,2266
86.3,1.1305,-0.7484,2956
97.9,-0.1128,1.157,2389
97.6,-0.3041,1.5099,2373
88.8,1.3449,-0.3506,2995
89.4,0.8495,-0.0808,1432
95.6,-0.5812,1.2353,2333
82.9,1.2394,-0.0958,2818
96.5,-0.3557,1.2484,2346
85.9,0.9977,-0.2463,2938
96.1,-0.1265,1.2745,2332
87.3,0.8025,-0.3384,2918
96.2,-0.5624,1.211,2246
97.1,-0.1033,1.3331,2372
86.7,-0.9727,0.5984,1453
87.7,1.1321,-0.4774,2880
95.8,0.0969,1.1856,2293
86.3,0.7348,-0.0049,2867
85.8,0.8182,-0.0485,2896
96.3,-0.5977,1.3108,2477
87,-0.8154,0.8621,1444
86.4,0.8584,-0.5895,2862
97,-0.438,1.2443,2340
97.1,-0.6189,1.1909,2352
86.8,0.8475,-0.4048,2878
95.3,-0.275,1.4737,2298
87.6,1.2402,-0.0513,3023
88.9,0.8895,-0.4107,NA
98.2,-0.0838,1.3234,2362
86.9,-0.5864,1.0712,1372
89.2,1.0265,-0.1827,NA
87.6,1.07,-0.241,2760
89,0.9873,-0.0272,2998
88.9,0.6977,-0.0039,2941
97.2,-0.3546,1.4095,2504
98.5,-0.5621,1.5506,2442
89.2,1.0288,-0.3318,2954
95.8,-0.6476,1.3573,2355
97.3,-0.6001,1.4878,2394
85.6,1.0759,-0.2572,NA
87.1,-1.1018,0.8768,1619
87.2,0.9932,-0.1124,3013
97.1,-0.4439,1.5595,2480
95.4,-0.3122,1.5573,2381
97.3,-0.3989,1.5695,2437
88.1,0.8394,0.0631,2941
88.1,0.7742,0.0607,3015
98,-0.7559,1.4341,2415
97.5,-0.4961,1.5581,2407
97.7,-0.5366,1.4597,2428
96.1,-0.6294,1.2759,2415
88.6,1.2736,-0.6643,3222
88.9,-0.8219,1.1359,1764
88.6,0.7945,-0.3573,2955
88.4,1.1428,-0.1447,3164
99,-0.75,1.4362,2468
98.5,-0.4548,1.3081,2418
88.3,1.0419,-0.0971,3066
89.3,0.8167,-0.1449,NA
98.6,-0.4082,1.0606,2554
96.9,-0.4431,1.5175,2320
88.3,0.9422,-0.4703,2939
91.5,0.7998,0.0223,2818
88.7,0.9576,-0.3462,3082
88,0.9681,-0.3007,2861
98.3,-0.5668,1.613,2524
87.9,0.878,-0.3429,NA
90.2,0.7016,-0.1616,2972
87.5,-0.3554,1.32,1618
96,-0.4744,1.3305,2312
81.7,-0.8055,1.0438,1497
84.8,-0.6263,1.1532,1646
88.5,1.0318,-0.1806,NA
99.2,-0.3083,1.3465,2338
85.4,-0.3808,1.0591,1453
89,0.5932,-0.0974,NA
85.4,-0.3934,1.2631,1595
88.9,0.8817,0.1657,2838
98.3,-0.3742,1.0523,2304
87.5,1.0098,-0.1379,2908
86.7,-0.872,0.8098,1515
89.4,1.0018,-0.274,NA
83.8,-0.8458,0.9068,1501
98.2,-0.3343,1.4848,2408
97.1,-0.181,1.6443,2363
89.6,0.8143,-0.0942,NA
87.9,0.9422,-0.2209,NA
97.8,-0.073,1.3833,2501
98.4,-0.3141,1.3416,2482
90.3,0.7692,0.0278,2712
97.5,-0.511,1.3581,2314
83.5,-0.518,1.0456,1546
95.5,-0.6299,1.3895,2208
88.4,1.2654,-0.0252,3198
98.8,-0.1349,1.2124,2347
98.8,-0.3256,1.2303,2407
97.9,-0.0584,1.318,2388
87.7,1.2635,-0.4538,3091
86.9,1.4548,-0.5045,3074
98.3,-0.2206,1.3511,2446
87.5,1.1348,-0.1727,2913
87.1,1.1479,-0.2448,3023
85.9,0.9476,-0.1854,2956
88.3,1.0131,-0.0286,3020
98.2,-0.2874,1.3951,2379
98,-0.457,1.4111,2454
87.3,0.978,-0.448,2893
97.3,-0.0343,1.2034,2312
88.3,0.7866,0.0135,NA
97.5,-0.1897,1.4789,2321
96.5,-0.5255,1.6708,2402
96.3,-0.6772,1.6344,2363
98.3,-0.1805,1.8045,2470
96.7,-0.3368,1.5732,2404
87.8,0.9635,-0.4107,2929
85.6,-0.4775,1.3569,1642
94.1,-0.4165,1.4156,2232
88.9,0.9661,0.3149,2972
96.1,-0.2658,1.5884,2413
87.9,1.168,-0.2297,2875
89.6,0.5422,0.2403,2904
98.8,-0.3425,1.3721,2405
98.4,-0.3094,1.2751,2409
97.3,-0.4187,1.3157,2346
95.3,-0.4281,1.1821,2182
95.9,-0.3812,1.2629,2351
96.2,-0.4307,1.3291,2380
95.2,-0.4988,1.3011,2363
96.3,-0.531,1.3446,2366
97.1,-0.3976,1.4961,2371
87.7,0.7794,-0.2655,2991
97.9,-0.7566,1.3841,2423
98.1,-0.7324,1.4715,2392
98,-0.7157,1.4443,2379
87.1,-0.8488,1.1517,1570
97.3,-0.7679,1.2715,2290
87.7,0.7766,-0.1229,2832
86.4,-0.8466,0.9708,1555
87,0.7673,-0.001,NA
81.6,-0.8574,0.8753,1455
88.3,0.6138,0.0086,NA
98.4,-0.5166,1.3114,2395
88.8,0.8054,-0.0607,2891
87.5,0.7477,-0.3682,2738
98.5,-0.6616,1.2278,2362
96.9,-0.6236,1.2515,2308
99,-0.8154,1.254,2362
90.2,0.7094,-0.0607,2873
96.9,-0.8088,1.3214,2291
88.2,0.62,-0.1868,NA
97.5,-0.7102,1.3234,2280
96.7,-0.5622,1.3963,2338
98.7,-0.4596,1.4793,2380
88.6,0.6348,-0.2189,NA
99,-0.6258,1.1802,2386
85.6,-0.4745,1.1873,1625
97.3,-0.3831,1.3351,2372
98.8,-0.7987,1.3754,2484
98.1,-0.6171,1.2316,2319
89.9,0.5908,-0.1055,2777
98.1,-0.7205,1.3994,2337
98.5,-0.5782,1.4034,2384
88.1,0.6421,-0.054,NA
88.6,-0.8624,0.9066,1622
89.9,0.5887,0.0168,2854
88,-1.079,0.8704,1655
88.8,0.4388,0.0213,2880
99.2,-0.9104,1.4438,2428
98.9,-0.8682,1.3378,2435
97.7,-0.8384,1.4348,2422
87.1,-0.9017,1.1414,1726
86.1,-0.9213,1.116,1590
89.6,0.3781,0.3274,2890
98.3,-0.8225,1.2336,2276
97.1,-0.6636,1.3415,2442
98.5,-0.6023,1.301,2293
99.1,-0.6284,1.3911,2376
98.9,-0.5377,1.4264,2501
89.7,0.7848,-0.1054,2737
98.8,-0.6123,1.3175,2406
89.2,-1.1073,0.8436,1679
89.8,0.6333,-0.3831,NA
89.1,-0.7785,1.2798,1889
89.7,0.6607,-0.2159,NA
98.7,-0.7558,1.4489,2453
88.5,0.9924,-0.138,3128
88.1,-0.8129,1.0748,1759
97.7,-0.5234,1.2838,2371
89.6,0.6241,-0.1716,2852
98,-0.6466,1.4761,2476
86.3,-0.9621,0.9042,1617
96.9,-0.58,1.1921,2372
89.1,0.6624,-0.0527,2818
89.3,0.6624,-0.1121,2922
96.8,-0.3092,1.342,2325
89.6,0.6204,-0.0615,NA
97.6,-0.6088,1.3604,2443
96.7,-0.4766,1.3766,2432
96.5,-0.6258,1.4829,2391
88.2,1.0567,-0.1393,3023
97.4,-0.8621,1.3972,2512
98.3,-0.6372,1.4075,2559
91.3,0.6722,0.0024,NA
97.4,-0.8604,1.3287,2452
97.4,-0.4377,1.4986,2472
98.2,-0.8999,1.4082,2520
98.7,-0.651,1.5429,2506
87.4,-0.9193,1.0462,1726
88.9,-0.7662,0.9657,1604
98.1,-0.858,1.3741,2470
87.9,0.7703,-0.4125,3027
98.5,-0.4019,1.374,2317
88.9,0.5754,-0.1376,NA
97.6,-0.5224,1.309,2409
97.1,-0.5755,1.4088,2357
97,-0.5836,1.5809,2287
90.4,0.7113,0.1112,2735
89.2,0.6265,-0.168,2832
87.1,0.7855,-0.3317,2789
98.3,-0.6341,1.3698,2345
88,0.7209,-0.3372,2800
89.5,-0.9862,0.8669,1591
87.1,-0.8849,1.0962,1581
95.1,-0.5363,1.2211,2258
89.4,0.9299,-0.0692,3005
90.1,0.7059,-0.0407,2858
97.4,-0.4492,1.5453,2285
96.5,-0.2526,1.4003,2271
88.6,0.8852,-0.394,3118
89,0.9358,-0.2097,2946
90.5,0.7376,0.2732,952
88.3,0.7431,-0.2314,2909
89.4,0.5851,-0.0579,2759
88.7,0.6539,-0.2288,2949
89.5,0.5976,-0.0119,NA
97.5,-0.5717,1.3121,2367
90.5,0.3588,0.1107,2740
90.3,0.6075,0.2952,2643
97.9,-0.6469,1.2122,2327
97.3,-0.6543,1.4362,2423
94.7,-0.6325,1.243,2306
97.3,-0.3731,1.2358,2389
98,-0.5435,1.4458,2420
88.8,0.838,-0.0475,3006
89.5,0.54,-0.1038,2740
96.8,-0.6081,1.4405,2524
96.3,-0.5136,1.396,2443
97.5,-0.7817,1.334,2449
90.3,-0.8438,0.9242,1718
98.3,-0.7139,1.2558,2501
87,-0.8305,0.7612,1576
96.1,-0.6776,1.4135,2488
97.4,-0.8397,1.3241,2409
87.6,1.099,-0.1566,3053
98,-0.5966,1.2695,2467
90.3,-0.6622,1.0608,1758
97.7,-0.6799,1.2937,2542
96.9,-0.5826,1.2409,2446
87.6,0.6491,-0.3642,3069
87.6,0.8892,-0.1662,2992
96.7,-0.5776,1.1955,2475
96.2,-0.6388,1.3458,2329
98.6,-0.4634,1.1991,2376
97.7,-0.6277,1.1791,2375
87.9,0.876,-0.5147,3074
97.7,-0.486,1.3058,2363
89,0.7613,-0.381,2924
87.3,0.7436,-0.1659,3076
88.5,0.6099,-0.1258,3025
86.2,-0.9766,0.7871,1530
85.2,-1.0483,0.73,1692
87.7,-0.857,0.7647,1610
96.9,-0.4379,1.3163,2444
88.3,-0.6234,0.9765,1682
96.2,-0.4937,1.1528,2305
95.4,-0.3617,1.3408,2317
86.4,0.5419,-0.1229,2758
86.4,0.7695,-0.1849,2912
95,-0.6032,1.328,2566
97.6,-0.4803,1.2662,2568
84.9,0.7625,-0.4228,2980
87.9,1.2598,-0.0868,3147
98,-0.3,1.1954,2582
91.4,0.7732,-0.0081,2993
87.3,1.0598,-0.3349,3205
90.4,0.8305,-0.1276,3057
90.6,0.6904,-0.1426,3059
96.9,-0.5446,1.5132,2520
87.6,0.7062,-0.3863,2952
88.7,0.7881,-0.1425,3062
87.9,0.6114,-0.1432,NA
96.3,-0.2406,1.2735,2477
86.7,0.4651,-0.1607,2941
97.4,-0.5263,1.3213,2407
89.1,-0.7685,0.8435,1689
87.7,0.7321,-0.2129,1484
96.9,-0.5796,1.277,2534
97.4,-0.5774,1.3744,2430
89.4,-0.9004,0.9859,1743
96.7,-0.6984,1.3646,2498
95.3,-0.7029,1.2664,2491
96.9,-0.5171,1.3391,2528
96.7,-0.5872,1.3003,2436
96.1,-0.7032,1.2308,2470
96.2,-0.7335,1.4065,2467
86.1,-1.0439,1.0856,1602
89.3,0.6267,-0.1388,NA
97,-0.5393,1.5532,2396
98.1,-0.508,1.5932,2483
97.2,-0.6634,1.2197,2359
87.8,0.8488,-0.4127,2952
98.5,-0.6162,1.4363,2323
97.9,-0.4911,1.3386,2305
98.1,-0.2706,1.3051,2370
98.2,-0.628,1.4553,2289
87.1,0.8304,-0.3566,2850
97.6,-0.5383,1.4994,2381
98.1,-0.6707,1.3424,2381
90.8,0.6367,0.195,2597
97.6,-0.4271,1.483,2438
96.7,-0.7012,1.5092,2484
86.9,0.7189,-0.1681,NA
97.9,-0.3544,1.3796,2383
98.1,-0.8522,1.4754,2396
97.2,-0.6336,1.4834,2442
96.7,-0.7717,1.5597,2404
81.4,-0.918,1.0565,1469
89.3,0.5477,0.0355,2818
97.8,-0.3917,1.4198,2380
89,0.6553,-0.1176,NA
98,-0.4728,1.5477,2459
88.3,0.8077,-0.252,2894
96.7,-0.5341,1.6158,2309
86.7,0.6403,-0.1328,2827
86,-1.153,0.6474,1686
86.3,0.8012,-0.3605,2813
86.1,-1.1113,0.6123,1576
82.4,-0.7506,1.1565,1524
81.4,-0.6028,1.2092,1513
95.1,-0.7146,1.3695,2402
86,1.1365,-0.4334,3032
85.9,1.0878,-0.5864,2830
87.6,-0.7189,1.1673,1642
86.6,1.082,-0.494,2889
97.8,-0.6795,1.4987,2377
97.1,-0.607,1.4213,2381
96.7,-0.41,1.5304,2318
97.1,-0.5285,1.4972,2210
86.2,0.9709,-0.5304,2853
97.1,-0.67,1.4557,2358
97.2,-0.6317,1.4718,2333
96.8,-0.4422,1.1381,2316
85.8,-0.5839,0.9114,1557
89,-0.9657,1.2945,1744
96.8,-0.5256,1.4423,2430
87.7,0.8117,-0.1292,2781
94.9,-0.6052,1.6667,2398
89.8,-1.1013,0.9307,1698
86.4,-1.088,1.121,1567
86,0.9047,-0.2596,2854
96.9,-0.4416,1.5641,2534
86.1,-1.084,0.7862,1613
96.5,-0.2936,1.4987,2452
84.8,1.0415,-0.6962,2924
87,-1.0156,0.975,1647
85.4,1.2056,-0.2336,2927
97.3,-0.152,1.4098,2283
87.9,-1.2676,0.7508,1598
86.8,0.8846,-0.2619,2891
88.5,-1.1298,0.7799,1672
95.2,-0.4252,1.3522,2277
86.8,1.0245,-0.4782,NA
88.4,0.7933,-0.2531,2806
96.1,-0.4876,1.428,2261
97.8,-0.6021,1.4861,2345
89,-1.2856,1.0288,1703
87.9,0.8316,-0.4389,2792
86,1.4052,-0.3953,3046
96.4,-0.3298,1.5637,2488
85,1.3632,-0.3503,2845
86,-0.6149,1.2193,1610
97,-0.3858,1.5271,2360
86.9,-1.2081,1.0174,1638
95.9,-0.5873,1.5951,2467
83.8,1.507,-0.8531,2934
85.7,1.233,-0.3415,2935
96.2,-0.6353,1.5533,2492
96.4,-0.795,1.5127,2366
96,-0.5094,1.5466,2381
95.3,-0.2416,1.5283,2261
87.4,-0.9451,1.0209,1662
93.8,-0.6781,1.7578,2387
97.5,-0.5254,1.4066,2407
97.5,-0.2394,1.6095,2425
97.5,-0.3175,1.4081,2311
87.3,-1.4452,0.6485,1782
86.9,0.9349,-0.4538,NA
96.5,-0.5154,1.4904,2446
96.2,-0.578,1.5084,2399
87.2,0.9326,-0.475,2952
96.9,-0.4921,1.4544,2344
85.4,0.9368,-0.3437,2734
86.8,-1.1124,1.1598,1570
96.1,-0.6532,1.5033,2269
85.4,0.9089,-0.3172,2784
96.5,-0.4266,1.4436,2254
86.1,0.7532,-0.2678,NA
95.3,-0.3888,1.4166,2327
95.1,-0.564,1.4327,NA
95.7,-0.9351,1.3941,2322
95.4,-0.9306,1.4502,2334
86.2,1.0599,-0.5427,2826
99,-0.4074,1.337,2390
99.6,-0.5477,1.4221,2548
87.3,1.2982,-0.6322,2972
99.5,-0.591,1.4914,2539
88.5,0.9117,-0.3058,2886
98.9,-0.4784,1.5007,2396
90.9,0.7166,0.0544,2805
96.9,-0.4925,1.5248,2368
85.5,1.2659,-0.5535,2871
89.8,0.5986,-0.2169,2914
86.1,-0.9739,0.983,1653
98.9,-0.6283,1.6554,2480
89.4,0.7976,-0.2541,2924
82.9,-1.1062,0.9739,1684
99,-0.9286,1.4896,2341
84.8,-0.9809,0.8599,1573
98.4,-0.7035,1.4235,2430
90.4,-1.1619,0.5943,1796
96.2,-0.8054,1.3999,2400
87.1,-1.0019,0.8352,1674
87.4,0.8767,-0.2046,2823
87.2,1.5245,-0.0825,2895
